,model,input_text,output_data_source,input_vector,output_text,output_vector,k
569,LASER,باید خاک وطن را دوست داشت,حکمت‌های نهج‌البلاغه => 100,"[[ 0.00294061 -0.00023008  0.00048073 ...  0.00078501  0.00918902
   0.01806158]]",من احبنا اهل البیت فلیستعد للفقر جلبابا ,"[[ 6.0096132e-03 -4.3317963e-05  1.3817865e-02 ...  1.1060802e-02
   1.0243089e-02  1.3525925e-02]]",2
568,LASER,باید خاک وطن را دوست داشت,حکمت‌های نهج‌البلاغه => 141,"[[ 0.00294061 -0.00023008  0.00048073 ...  0.00078501  0.00918902
   0.01806158]]",و قال ع من ملک استاثر ,"[[ 0.00791661  0.0130178  -0.00074419 ...  0.00511673  0.00039462
   0.0335643 ]]",1
739,LASER,باید خاک وطن را دوست داشت,غزلیات حافظ => 193,"[[ 0.00294061 -0.00023008  0.00048073 ...  0.00078501  0.00918902
   0.01806158]]",سمن بویان غبار غم چو بنشینند بنشانند پری رویان قرار از دل چو بستیزند بستانند به فتراک جفا دل‌ها چو بربندند بربندند ز زلف عنبرین جان‌ها چو بگشایند بفشانند به عمری یک نفس با ما چو بنشینند برخیزند نهال شوق در خاطر چو برخیزند بنشانند سرشک گوشه گیران را چو دریابند در یابند رخ مهر از سحرخیزان نگردانند اگر دانند ز چشمم لعل رمانی چو می‌خندند می‌بارند ز رویم راز پنهانی چو می‌بینند می‌خوانند دوای درد عاشق را کسی کو سهل پندارد ز فکر آنان که در تدبیر درمانند در مانند چو منصور از مراد آنان که بردارند بر دارند بدین درگاه حافظ را چو می‌خوانند می‌رانند در این حضرت چو مشتاقان نیاز آرند ناز آرند که با این درد اگر دربند درمانند درمانند,"[[ 1.9089704e-02 -4.0412055e-05 -2.9811909e-04 ...  1.5778139e-02
   1.4284534e-02  2.7171202e-02]]",4
736,LASER,باید خاک وطن را دوست داشت,غزلیات حافظ => 271,"[[ 0.00294061 -0.00023008  0.00048073 ...  0.00078501  0.00918902
   0.01806158]]",بازآی و دل تنگ مرا مونس جان باش وین سوخته را محرم اسرار نهان باش زان باده که در میکده عشق فروشند ما را دو سه ساغر بده و گو رمضان باش در خرقه چو آتش زدی ای عارف سالک جهدی کن و سرحلقه رندان جهان باش دلدار که گفتا به توام دل نگران است گو می‌رسم اینک به سلامت نگران باش خون شد دلم از حسرت آن لعل روان بخش ای درج محبت به همان مهر و نشان باش تا بر دلش از غصه غباری ننشیند ای سیل سرشک از عقب نامه روان باش حافظ که هوس می‌کندش جام جهان بین گو در نظر آصف جمشید مکان باش,"[[ 0.00259521 -0.00021502  0.00613771 ...  0.00986123 -0.00038727
   0.04294967]]",1
737,LASER,باید خاک وطن را دوست داشت,غزلیات حافظ => 52,"[[ 0.00294061 -0.00023008  0.00048073 ...  0.00078501  0.00918902
   0.01806158]]",منم که گوشه میخانه خانقاه من است دعای پیر مغان ورد صبحگاه من است گرم ترانه چنگ صبوح نیست چه باک نوای من به سحر آه عذرخواه من است ز پادشاه و گدا فارغم بحمدالله گدای خاک در دوست پادشاه من است غرض ز مسجد و میخانه‌ام وصال شماست جز این خیال ندارم خدا گواه من است مگر به تیغ اجل خیمه برکنم ور نی رمیدن از در دولت نه رسم و راه من است از آن زمان که بر این آستان نهادم روی فراز مسند خورشید تکیه گاه من است گناه اگر چه نبود اختیار ما حافظ تو در طریق ادب باش و گو گناه من است,"[[ 4.0287068e-03 -1.9720323e-05  8.8476762e-03 ...  3.6467568e-03
   2.8241750e-02  6.6997655e-02]]",2
738,LASER,باید خاک وطن را دوست داشت,غزلیات حافظ => 63,"[[ 0.00294061 -0.00023008  0.00048073 ...  0.00078501  0.00918902
   0.01806158]]",اگر چه عرض هنر پیش یار بی‌ادبیست زبان خموش ولیکن دهان پر از عربیست پری نهفته رخ و دیو در کرشمه حسن بسوخت دیده ز حیرت که این چه بوالعجبیست در این چمن گل بی خار کس نچید آری چراغ مصطفوی با شرار بولهبیست سبب مپرس که چرخ از چه سفله پرور شد که کام بخشی او را بهانه بی سببیست به نیم جو نخرم طاق خانقاه و رباط مرا که مصطبه ایوان و پای خم طنبیست جمال دختر رز نور چشم ماست مگر که در نقاب زجاجی و پرده عنبیست هزار عقل و ادب داشتم من ای خواجه کنون که مست خرابم صلاح بی‌ادبیست بیار می که چو حافظ هزارم استظهار به گریه سحری و نیاز نیم شبیست,"[[4.8177079e-03 1.4243174e-06 9.6245483e-03 ... 2.1721926e-03
  4.4464052e-02 2.3557546e-02]]",3
936,LASER,باید خاک وطن را دوست داشت,غزلیات شمس => 1060,"[[ 0.00294061 -0.00023008  0.00048073 ...  0.00078501  0.00918902
   0.01806158]]",زهی سرگشته در عالم سر و سامان که من دارم زهی در راه عشق تو دل بریان که من دارم وگر در راه بازار غم عشقت خریدارم به صد جان ها بنفروشم ز عشقت آنچ من دارم,"[[ 5.0268271e-03 -6.6934685e-05  9.4695122e-04 ...  6.2977313e-03
   1.2607100e-02  1.2850127e-02]]",1
938,LASER,باید خاک وطن را دوست داشت,غزلیات شمس => 1795,"[[ 0.00294061 -0.00023008  0.00048073 ...  0.00078501  0.00918902
   0.01806158]]",فدیتتک یا ستی الناسیه الی کم تشد فم الخابیه الا فاملای منه لی کاسه تذکرنی صفوه ناسیه فما کاسه منه الا نجی و تاتی باخت لها آبیه,"[[ 0.01677951 -0.00011786 -0.00165597 ...  0.01060321  0.00501328
   0.02375513]]",3
939,LASER,باید خاک وطن را دوست داشت,غزلیات شمس => 727,"[[ 0.00294061 -0.00023008  0.00048073 ...  0.00078501  0.00918902
   0.01806158]]",من بسازم ولیک کی شاید زاغ با طوطیان شکر خاید هر یکی را ولایتست جدا کژ با راست راست کی آید گر چه طوطی خود از شکر زندست زاغ را می چمین خر باید عشق در خویش بین کجا گنجد ماده گرگ شیر نر زاید بگریز از کسی که عاشق نیست زان ز گرگین تو را گر افزاید ور شوی کوفته به هاون عشق دانک او سرمه ایت می ساید رو بکن تو خراب خانه از آنک شمس تبریز مست می آید,[[0.02104994 0.00253383 0.00211542 ... 0.01048199 0.00455925 0.0183054 ]],4
937,LASER,باید خاک وطن را دوست داشت,غزلیات شمس => 917,"[[ 0.00294061 -0.00023008  0.00048073 ...  0.00078501  0.00918902
   0.01806158]]",آن مطرب ما خوشست و چنگش دیوانه شود دل از ترنگش چون چنگ زند یکی تو بنگر کز لطف چگونه گشت رنگش گر تنگ آیی ز زندگانی برجه به کنار گیر تنگش,"[[ 0.01294566 -0.00010738  0.00206375 ...  0.00247155  0.00896251
   0.02717413]]",2
136,LASER,باید خاک وطن را دوست داشت,نقل قول از نویسندگان انگلیسی زبان => 1122,"[[ 0.00294061 -0.00023008  0.00048073 ...  0.00078501  0.00918902
   0.01806158]]",I love you like a fat kid loves cake,"[[ 0.00652288 -0.00029569 -0.00391484 ...  0.00522713  0.01368891
   0.00762101]]",1
137,LASER,باید خاک وطن را دوست داشت,نقل قول از نویسندگان انگلیسی زبان => 2169,"[[ 0.00294061 -0.00023008  0.00048073 ...  0.00078501  0.00918902
   0.01806158]]",My wish is that you may be loved to the point of madness,"[[ 0.0029183  -0.00031434  0.000206   ... -0.00198026  0.01847082
   0.05133805]]",2
138,LASER,باید خاک وطن را دوست داشت,نقل قول از نویسندگان انگلیسی زبان => 699,"[[ 0.00294061 -0.00023008  0.00048073 ...  0.00078501  0.00918902
   0.01806158]]",Happiness is having a large loving caring close-knit family in another city,"[[1.5987018e-02 3.7211350e-05 2.6802309e-03 ... 1.1369866e-02
  9.3755219e-03 1.5381664e-02]]",3
139,LASER,باید خاک وطن را دوست داشت,نقل قول از نویسندگان انگلیسی زبان => 945,"[[ 0.00294061 -0.00023008  0.00048073 ...  0.00078501  0.00918902
   0.01806158]]",The man of knowledge must be able not only to love his enemies but also to hate his friends,"[[ 0.00554892 -0.0002904  -0.00115664 ...  0.01925255  0.01318337
   0.00511017]]",4
424,LASER,باید خسیس باشیم,تک‌بیتی‌های فارسی => 104,"[[-1.9234425e-04 -3.0159446e-05  7.7485456e-04 ...  3.6771316e-04
   1.8746357e-02  1.0356349e-02]]",تواضع ز گردن فرازان نکوست گدا گر تواضع کند خوی اوست,"[[ 1.0164473e-03 -3.4873598e-04  8.5080879e-05 ...  8.9563616e-03
   2.0082630e-02  2.5337592e-02]]",3
427,LASER,باید خسیس باشیم,تک‌بیتی‌های فارسی => 149,"[[-1.9234425e-04 -3.0159446e-05  7.7485456e-04 ...  3.6771316e-04
   1.8746357e-02  1.0356349e-02]]",برو شیر درنده باش ای دغل مینداز خود را چو روباه شل,[[0.00276831 0.00099198 0.01691592 ... 0.00429713 0.01990781 0.0114267 ]],6
426,LASER,باید خسیس باشیم,تک‌بیتی‌های فارسی => 154,"[[-1.9234425e-04 -3.0159446e-05  7.7485456e-04 ...  3.6771316e-04
   1.8746357e-02  1.0356349e-02]]",خر باش که این جماعت از فرط خری هرکو نه خر است کافرش می‌خوانند,"[[ 0.0127613   0.00029952 -0.00047509 ...  0.01510558  0.01698224
   0.01902293]]",5
425,LASER,باید خسیس باشیم,تک‌بیتی‌های فارسی => 203,"[[-1.9234425e-04 -3.0159446e-05  7.7485456e-04 ...  3.6771316e-04
   1.8746357e-02  1.0356349e-02]]",تواضع ز گردن فرازان نکوست گدا گر تواضع کند خو اوست,"[[ 0.00076696 -0.0004003   0.00161333 ...  0.00865916  0.01833566
   0.02209709]]",4
422,LASER,باید خسیس باشیم,تک‌بیتی‌های فارسی => 268,"[[-1.9234425e-04 -3.0159446e-05  7.7485456e-04 ...  3.6771316e-04
   1.8746357e-02  1.0356349e-02]]",به همه حال شکر باید کرد که مبادا ز بد بتر گردد,[[0.00089578 0.00667247 0.00460315 ... 0.02313436 0.01241052 0.01738133]],1
423,LASER,باید خسیس باشیم,تک‌بیتی‌های فارسی => 49,"[[-1.9234425e-04 -3.0159446e-05  7.7485456e-04 ...  3.6771316e-04
   1.8746357e-02  1.0356349e-02]]",دلی پر گوهر اسرار دارم ولیکن بر زبان مسمار دارم,"[[ 1.25574060e-02 -1.87236528e-05  1.02876395e-04 ...  6.82972278e-03
   2.82336166e-03  3.13509665e-02]]",2
575,LASER,باید خسیس باشیم,حکمت‌های نهج‌البلاغه => 47,"[[-1.9234425e-04 -3.0159446e-05  7.7485456e-04 ...  3.6771316e-04
   1.8746357e-02  1.0356349e-02]]",و قال ع عیبک مستور ما اسعدک جدک ,"[[ 0.00734109  0.01253732 -0.00060896 ...  0.00603495  0.00499174
   0.00585926]]",2
574,LASER,باید خسیس باشیم,حکمت‌های نهج‌البلاغه => 55,"[[-1.9234425e-04 -3.0159446e-05  7.7485456e-04 ...  3.6771316e-04
   1.8746357e-02  1.0356349e-02]]",و قال ع من حذرک کمن بشرک ,"[[ 0.0106023   0.01262056 -0.0002789  ...  0.00533034  0.01807
   0.0203926 ]]",1
750,LASER,باید خسیس باشیم,غزلیات حافظ => 167,"[[-1.9234425e-04 -3.0159446e-05  7.7485456e-04 ...  3.6771316e-04
   1.8746357e-02  1.0356349e-02]]",گداخت جان که شود کار دل تمام و نشد بسوختیم در این آرزوی خام و نشد به لابه گفت شبی میر مجلس تو شوم شدم به رغبت خویشش کمین غلام و نشد پیام داد که خواهم نشست با رندان بشد به رندی و دردی کشیم نام و نشد رواست در بر اگر می‌طپد کبوتر دل که دید در ره خود تاب و پیچ دام و نشد بدان هوس که به مستی ببوسم آن لب لعل چه خون که در دلم افتاد همچو جام و نشد به کوی عشق منه بی‌دلیل راه قدم که من به خویش نمودم صد اهتمام و نشد فغان که در طلب گنج نامه مقصود شدم خراب جهانی ز غم تمام و نشد دریغ و درد که در جست و جوی گنج حضور بسی شدم به گدایی بر کرام و نشد هزار حیله برانگیخت حافظ از سر فکر در آن هوس که شود آن نگار رام و نشد,"[[ 0.00883003 -0.00018874  0.01218229 ...  0.00367678  0.01011158
   0.03264679]]",3
751,LASER,باید خسیس باشیم,غزلیات حافظ => 205,"[[-1.9234425e-04 -3.0159446e-05  7.7485456e-04 ...  3.6771316e-04
   1.8746357e-02  1.0356349e-02]]",پیش از اینت بیش از این اندیشه عشاق بود مهرورزی تو با ما شهره آفاق بود یاد باد آن صحبت شب‌ها که با نوشین لبان بحث سر عشق و ذکر حلقه عشاق بود پیش از این کاین سقف سبز و طاق مینا برکشند منظر چشم مرا ابروی جانان طاق بود از دم صبح ازل تا آخر شام ابد دوستی و مهر بر یک عهد و یک میثاق بود سایه معشوق اگر افتاد بر عاشق چه شد ما به او محتاج بودیم او به ما مشتاق بود حسن مه رویان مجلس گر چه دل می‌برد و دین بحث ما در لطف طبع و خوبی اخلاق بود بر در شاهم گدایی نکته‌ای در کار کرد گفت بر هر خوان که بنشستم خدا رزاق بود رشته تسبیح اگر بگسست معذورم بدار دستم اندر دامن ساقی سیمین ساق بود در شب قدر ار صبوحی کرده‌ام عیبم مکن سرخوش آمد یار و جامی بر کنار طاق بود شعر حافظ در زمان آدم اندر باغ خلد دفتر نسرین و گل را زینت اوراق بود,"[[ 0.00896305 -0.00012493  0.01591802 ...  0.01377059  0.02841588
   0.01183056]]",4
